AddressExtras,AddressKey,AddressLine1,AddressLine2,AddressTypeCode,CarrierRoute,City,CityAbbreviation,CompanyName,CountryCode,CountryName,DeliveryIndicator,DeliveryPointCheckDigit,DeliveryPointCode,EmailAddress,Latitude,Longitude,MelissaAddressKey,MelissaAddressKeyBase,NameFull,PhoneNumber,PostalCode,RecordExtras,RecordID,Reserved,Results,State,StateName,UTC,UrbanizationName
 ,92617406671,71 Whitman Ct, ,S,C005,Irvine,Irvine, ,US,United States of America,R,1,71, ,33.636890,-117.838097,4109211132, , , ,92617-4066, ,1, ,"AC01,AS01,GS05",CA,California,-08:00, 
 ,92617400007,7 Russell Ct, ,S,C003,Irvine,Irvine, ,US,United States of America,R,4,07, ,33.641135,-117.839338,3801124491, , , ,92617-4000, ,1, ,"AC01,AS01,GS05",CA,California,-08:00, 
 ,92617404001,1 Owen Ct, ,S,C004,Irvine,Irvine, ,US,United States of America,R,6,01, ,33.638888,-117.838751,8286236088, , , ,92617-4040, ,1, ,"AC01,AS01,GS05",CA,California,-08:00, 
 ,92617405524,24 Young, ,S,C005,Irvine,Irvine, ,US,United States of America,R,5,24, ,33.637199,-117.841335,5706117423, , , ,92617-4055, ,1, ,"AC01,AS01,GS05",CA,California,-08:00, 
 ,92617409005,5 Twain, ,S,C004,Irvine,Irvine, ,US,United States of America,R,7,05, ,33.640108,-117.835558,7992959033, , , ,92617-4090, ,1, ,"AC01,AS01,GS05",CA,California,-08:00, 
 ,92617408910,10 Murasaki St, ,S,C004,Irvine,Irvine, ,US,United States of America,R,3,10, ,33.640867,-117.835023,8047752227, , , ,92617-4089, ,1, ,"AC01,AS01,GS05",CA,California,-08:00, 
 ,92617406826,26 Harvey Ct, ,S,C005,Irvine,Irvine, ,US,United States of America,R,9,26, ,33.636560,-117.841926,8022672903, , , ,92617-4068, ,1, ,"AC01,AS01,GS05",CA,California,-08:00, 
 ,92617402404,4 Blake Ct, ,S,C005,Irvine,Irvine, ,US,United States of America,R,1,04, ,33.640420,-117.841909,8059656825, , , ,92617-4024, ,1, ,"AC01,AS01,GS05",CA,California,-08:00, 
 ,92617403110,10 Gibbs Ct, ,S,C005,Irvine,Irvine, ,US,United States of America,R,6,10, ,33.638202,-117.842969,7965196868, , , ,92617-4031, ,1, ,"AC01,AS01,GS05",CA,California,-08:00, 
 ,92617404412,12 Thompson Ct, ,S,C003,Irvine,Irvine, ,US,United States of America,R,0,12, ,33.640741,-117.839753,7968021049, , , ,92617-4044, ,1, ,"AC01,AS01,GS05",CA,California,-08:00, 
 ,92617403528,28 Los Trancos Dr, ,S,C005,Irvine,Irvine, ,US,United States of America,R,3,28, ,33.637343,-117.842985,8181189909, , , ,92617-4035, ,1, ,"AC01,AS01,GS05",CA,California,-08:00, 
 ,92617406668,68 Whitman Ct, ,S,C005,Irvine,Irvine, ,US,United States of America,R,5,68, ,33.637047,-117.838387,8416632366, , , ,92617-4066, ,1, ,"AC01,AS01,GS05",CA,California,-08:00, 
